,Index,Filename,Path,Emotion,AU1,AU2,AU4,AU5,AU6,AU9,AU12,AU15,AU17,AU20,AU25,AU26
8071,8071,SN007Y_AngerDescribed_TrailNo_1029.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_1029.jpg,anger,0.8,0.4,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8072,8072,SN007Y_AngerDescribed_TrailNo_1030.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_1030.jpg,anger,0.8,0.4,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8073,8073,SN007Y_AngerDescribed_TrailNo_1031.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_1031.jpg,anger,0.8,0.4,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8074,8074,SN007Y_AngerDescribed_TrailNo_1032.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_1032.jpg,anger,0.8,0.4,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8075,8075,SN007Y_AngerDescribed_TrailNo_1033.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_1033.jpg,anger,0.8,0.4,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8076,8076,SN007Y_AngerDescribed_TrailNo_1034.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_1034.jpg,anger,0.8,0.4,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8077,8077,SN007Y_AngerDescribed_TrailNo_1035.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_1035.jpg,anger,0.8,0.4,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8078,8078,SN007Y_AngerDescribed_TrailNo_1036.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_1036.jpg,anger,0.8,0.4,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8079,8079,SN007Y_AngerDescribed_TrailNo_1037.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_1037.jpg,anger,0.8,0.4,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8080,8080,SN007Y_AngerDescribed_TrailNo_1038.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_1038.jpg,anger,0.8,0.4,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8081,8081,SN007Y_AngerDescribed_TrailNo_1039.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_1039.jpg,anger,0.8,0.4,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8082,8082,SN007Y_AngerDescribed_TrailNo_1040.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_1040.jpg,anger,0.8,0.4,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8083,8083,SN007Y_AngerDescribed_TrailNo_1041.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_1041.jpg,anger,0.8,0.4,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8084,8084,SN007Y_AngerDescribed_TrailNo_1042.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_1042.jpg,anger,0.8,0.4,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8085,8085,SN007Y_AngerDescribed_TrailNo_1043.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_1043.jpg,anger,0.8,0.4,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8086,8086,SN007Y_AngerDescribed_TrailNo_1044.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_1044.jpg,anger,0.8,0.4,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8087,8087,SN007Y_AngerDescribed_TrailNo_1045.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_1045.jpg,anger,0.8,0.4,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8088,8088,SN007Y_AngerDescribed_TrailNo_1046.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_1046.jpg,anger,0.8,0.4,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8089,8089,SN007Y_AngerDescribed_TrailNo_1047.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_1047.jpg,anger,0.8,0.4,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8090,8090,SN007Y_AngerDescribed_TrailNo_1048.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_1048.jpg,anger,0.8,0.4,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8091,8091,SN007Y_AngerDescribed_TrailNo_1049.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_1049.jpg,anger,0.8,0.4,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8092,8092,SN007Y_AngerDescribed_TrailNo_1050.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_1050.jpg,anger,0.8,0.4,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8093,8093,SN007Y_AngerDescribed_TrailNo_1051.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_1051.jpg,anger,0.8,0.4,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8094,8094,SN007Y_AngerDescribed_TrailNo_1052.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_1052.jpg,anger,0.8,0.4,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8095,8095,SN007Y_AngerDescribed_TrailNo_1053.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_1053.jpg,anger,0.6,0.4,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8096,8096,SN007Y_AngerDescribed_TrailNo_1054.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_1054.jpg,anger,0.4,0.2,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8097,8097,SN007Y_AngerDescribed_TrailNo_1055.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_1055.jpg,anger,0.4,0.2,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8098,8098,SN007Y_AngerDescribed_TrailNo_1056.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_1056.jpg,anger,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8099,8099,SN007Y_AngerDescribed_TrailNo_1057.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_1057.jpg,anger,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8100,8100,SN007Y_AngerDescribed_TrailNo_2013.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_2013.jpg,anger,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8101,8101,SN007Y_AngerDescribed_TrailNo_2014.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_2014.jpg,anger,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8102,8102,SN007Y_AngerDescribed_TrailNo_2015.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_2015.jpg,anger,0.4,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8103,8103,SN007Y_AngerDescribed_TrailNo_2016.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_2016.jpg,anger,0.6,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8104,8104,SN007Y_AngerDescribed_TrailNo_2017.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_2017.jpg,anger,0.8,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8105,8105,SN007Y_AngerDescribed_TrailNo_2018.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_2018.jpg,anger,0.8,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8106,8106,SN007Y_AngerDescribed_TrailNo_2019.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_2019.jpg,anger,1.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8107,8107,SN007Y_AngerDescribed_TrailNo_2020.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_2020.jpg,anger,1.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8108,8108,SN007Y_AngerDescribed_TrailNo_2021.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_2021.jpg,anger,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8109,8109,SN007Y_AngerDescribed_TrailNo_2022.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_2022.jpg,anger,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8110,8110,SN007Y_AngerDescribed_TrailNo_2023.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_2023.jpg,anger,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8111,8111,SN007Y_AngerDescribed_TrailNo_2024.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_2024.jpg,anger,1.0,0.2,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8112,8112,SN007Y_AngerDescribed_TrailNo_2025.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_2025.jpg,anger,1.0,0.4,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8113,8113,SN007Y_AngerDescribed_TrailNo_2026.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_2026.jpg,anger,1.0,0.4,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8114,8114,SN007Y_AngerDescribed_TrailNo_2027.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_2027.jpg,anger,1.0,0.6,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8115,8115,SN007Y_AngerDescribed_TrailNo_2028.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_2028.jpg,anger,1.0,0.6,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8116,8116,SN007Y_AngerDescribed_TrailNo_2029.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_2029.jpg,anger,1.0,0.6,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8117,8117,SN007Y_AngerDescribed_TrailNo_2030.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_2030.jpg,anger,1.0,0.6,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8118,8118,SN007Y_AngerDescribed_TrailNo_2031.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_2031.jpg,anger,1.0,0.6,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8119,8119,SN007Y_AngerDescribed_TrailNo_2032.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_2032.jpg,anger,1.0,0.6,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8120,8120,SN007Y_AngerDescribed_TrailNo_2033.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_2033.jpg,anger,1.0,0.6,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8121,8121,SN007Y_AngerDescribed_TrailNo_2034.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_2034.jpg,anger,1.0,0.6,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8122,8122,SN007Y_AngerDescribed_TrailNo_2035.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_2035.jpg,anger,1.0,0.6,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8123,8123,SN007Y_AngerDescribed_TrailNo_2036.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_2036.jpg,anger,1.0,0.6,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8124,8124,SN007Y_AngerDescribed_TrailNo_2037.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_2037.jpg,anger,1.0,0.6,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8125,8125,SN007Y_AngerDescribed_TrailNo_2038.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_2038.jpg,anger,1.0,0.6,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8126,8126,SN007Y_AngerDescribed_TrailNo_2039.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_2039.jpg,anger,1.0,0.6,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8127,8127,SN007Y_AngerDescribed_TrailNo_2040.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_2040.jpg,anger,1.0,0.6,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8128,8128,SN007Y_AngerDescribed_TrailNo_2041.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_2041.jpg,anger,1.0,0.6,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8129,8129,SN007Y_AngerDescribed_TrailNo_2042.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_2042.jpg,anger,1.0,0.6,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8130,8130,SN007Y_AngerDescribed_TrailNo_2043.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_2043.jpg,anger,1.0,0.6,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8131,8131,SN007Y_AngerDescribed_TrailNo_2044.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_2044.jpg,anger,1.0,0.6,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8132,8132,SN007Y_AngerDescribed_TrailNo_2045.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_2045.jpg,anger,1.0,0.6,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8133,8133,SN007Y_AngerDescribed_TrailNo_2046.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_2046.jpg,anger,0.8,0.6,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8134,8134,SN007Y_AngerDescribed_TrailNo_2047.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_2047.jpg,anger,0.6,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8135,8135,SN007Y_AngerDescribed_TrailNo_2048.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_2048.jpg,anger,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8136,8136,SN007Y_AngerDescribed_TrailNo_2049.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_2049.jpg,anger,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8137,8137,SN007Y_AngerDescribed_TrailNo_2050.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN007/anger/SN007Y_AngerDescribed_TrailNo_2050.jpg,anger,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
