,Index,Filename,Path,Emotion,AU1,AU2,AU4,AU5,AU6,AU9,AU12,AU15,AU17,AU20,AU25,AU26
25,25,SN001Y_AngerDescribed_TrailNo_1036.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1036.jpg,anger,0.8,0.4,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,26,SN001Y_AngerDescribed_TrailNo_1037.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1037.jpg,anger,0.8,0.4,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,27,SN001Y_AngerDescribed_TrailNo_1038.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1038.jpg,anger,0.8,0.4,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,28,SN001Y_AngerDescribed_TrailNo_1039.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1039.jpg,anger,0.8,0.4,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,29,SN001Y_AngerDescribed_TrailNo_1040.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1040.jpg,anger,0.8,0.4,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,30,SN001Y_AngerDescribed_TrailNo_1041.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1041.jpg,anger,0.8,0.4,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,31,SN001Y_AngerDescribed_TrailNo_1042.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1042.jpg,anger,0.8,0.4,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,32,SN001Y_AngerDescribed_TrailNo_1043.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1043.jpg,anger,0.8,0.4,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,33,SN001Y_AngerDescribed_TrailNo_1044.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1044.jpg,anger,0.8,0.4,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,34,SN001Y_AngerDescribed_TrailNo_1045.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1045.jpg,anger,0.8,0.4,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,35,SN001Y_AngerDescribed_TrailNo_1046.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1046.jpg,anger,0.8,0.4,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,36,SN001Y_AngerDescribed_TrailNo_1047.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1047.jpg,anger,0.8,0.4,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,37,SN001Y_AngerDescribed_TrailNo_1048.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1048.jpg,anger,0.8,0.4,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,38,SN001Y_AngerDescribed_TrailNo_1049.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1049.jpg,anger,0.8,0.4,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,39,SN001Y_AngerDescribed_TrailNo_1050.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1050.jpg,anger,0.8,0.4,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,40,SN001Y_AngerDescribed_TrailNo_1051.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1051.jpg,anger,0.8,0.4,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,41,SN001Y_AngerDescribed_TrailNo_1052.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1052.jpg,anger,0.8,0.4,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,42,SN001Y_AngerDescribed_TrailNo_1053.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1053.jpg,anger,0.8,0.4,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,43,SN001Y_AngerDescribed_TrailNo_1054.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1054.jpg,anger,0.8,0.4,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,44,SN001Y_AngerDescribed_TrailNo_1055.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1055.jpg,anger,0.6,0.4,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,45,SN001Y_AngerDescribed_TrailNo_1056.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1056.jpg,anger,0.6,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,46,SN001Y_AngerDescribed_TrailNo_1057.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1057.jpg,anger,0.4,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,47,SN001Y_AngerDescribed_TrailNo_1058.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1058.jpg,anger,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,48,SN001Y_AngerDescribed_TrailNo_1059.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Y_AngerDescribed_TrailNo_1059.jpg,anger,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,49,SN001Z_AngerText_TrailNo_1016.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1016.jpg,anger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
50,50,SN001Z_AngerText_TrailNo_1017.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1017.jpg,anger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6
51,51,SN001Z_AngerText_TrailNo_1018.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1018.jpg,anger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.8
52,52,SN001Z_AngerText_TrailNo_1019.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1019.jpg,anger,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.8
53,53,SN001Z_AngerText_TrailNo_1020.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1020.jpg,anger,0.0,0.0,0.6,0.0,0.2,0.2,0.0,0.0,0.6,0.0,0.4,0.8
54,54,SN001Z_AngerText_TrailNo_1021.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1021.jpg,anger,0.0,0.0,0.8,0.0,0.2,0.4,0.0,0.0,0.6,0.0,0.4,0.8
55,55,SN001Z_AngerText_TrailNo_1022.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1022.jpg,anger,0.0,0.0,1.0,0.0,0.4,0.6,0.0,0.0,0.6,0.0,0.6,0.8
56,56,SN001Z_AngerText_TrailNo_1023.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1023.jpg,anger,0.0,0.0,1.0,0.0,0.4,0.8,0.0,0.0,0.6,0.0,0.6,0.8
57,57,SN001Z_AngerText_TrailNo_1024.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1024.jpg,anger,0.0,0.0,1.0,0.0,0.4,0.8,0.0,0.0,0.6,0.0,0.6,0.8
58,58,SN001Z_AngerText_TrailNo_1025.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1025.jpg,anger,0.0,0.0,1.0,0.0,0.4,1.0,0.0,0.0,0.6,0.0,0.8,0.8
59,59,SN001Z_AngerText_TrailNo_1026.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1026.jpg,anger,0.0,0.0,1.0,0.0,0.4,1.0,0.0,0.0,0.6,0.0,0.8,0.8
60,60,SN001Z_AngerText_TrailNo_1027.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1027.jpg,anger,0.0,0.0,1.0,0.0,0.4,1.0,0.0,0.0,0.6,0.0,0.8,0.8
61,61,SN001Z_AngerText_TrailNo_1028.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1028.jpg,anger,0.0,0.0,1.0,0.0,0.4,1.0,0.0,0.0,0.6,0.0,0.8,0.8
62,62,SN001Z_AngerText_TrailNo_1029.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1029.jpg,anger,0.0,0.0,1.0,0.0,0.4,1.0,0.0,0.0,0.6,0.0,0.8,0.8
63,63,SN001Z_AngerText_TrailNo_1030.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1030.jpg,anger,0.0,0.0,1.0,0.0,0.4,1.0,0.0,0.0,0.6,0.0,0.8,0.8
64,64,SN001Z_AngerText_TrailNo_1031.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1031.jpg,anger,0.0,0.0,1.0,0.0,0.4,1.0,0.0,0.0,0.6,0.0,0.8,0.8
65,65,SN001Z_AngerText_TrailNo_1032.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1032.jpg,anger,0.0,0.0,1.0,0.0,0.4,1.0,0.0,0.0,0.6,0.0,0.8,0.8
66,66,SN001Z_AngerText_TrailNo_1033.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1033.jpg,anger,0.0,0.0,1.0,0.0,0.4,1.0,0.0,0.0,0.6,0.0,0.8,0.8
67,67,SN001Z_AngerText_TrailNo_1034.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1034.jpg,anger,0.0,0.0,1.0,0.2,0.4,1.0,0.0,0.0,0.6,0.0,0.8,0.8
68,68,SN001Z_AngerText_TrailNo_1035.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1035.jpg,anger,0.0,0.0,1.0,0.4,0.4,1.0,0.0,0.0,0.6,0.0,0.8,0.8
69,69,SN001Z_AngerText_TrailNo_1036.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1036.jpg,anger,0.0,0.0,1.0,0.4,0.4,1.0,0.0,0.0,0.6,0.0,0.8,0.8
70,70,SN001Z_AngerText_TrailNo_1037.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1037.jpg,anger,0.0,0.0,1.0,0.4,0.4,1.0,0.0,0.0,0.6,0.0,0.8,0.8
71,71,SN001Z_AngerText_TrailNo_1038.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1038.jpg,anger,0.0,0.0,1.0,0.4,0.4,1.0,0.0,0.0,0.6,0.0,0.8,0.8
72,72,SN001Z_AngerText_TrailNo_1039.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1039.jpg,anger,0.0,0.0,1.0,0.4,0.4,1.0,0.0,0.0,0.6,0.0,0.8,0.8
73,73,SN001Z_AngerText_TrailNo_1040.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1040.jpg,anger,0.0,0.0,1.0,0.6,0.4,1.0,0.0,0.0,0.6,0.0,0.8,0.8
74,74,SN001Z_AngerText_TrailNo_1041.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1041.jpg,anger,0.0,0.0,1.0,0.6,0.4,1.0,0.0,0.0,0.6,0.0,0.8,0.8
75,75,SN001Z_AngerText_TrailNo_1042.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1042.jpg,anger,0.0,0.0,1.0,0.6,0.4,1.0,0.0,0.0,0.6,0.0,0.8,0.8
76,76,SN001Z_AngerText_TrailNo_1043.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1043.jpg,anger,0.0,0.0,1.0,0.6,0.4,1.0,0.0,0.0,0.6,0.0,0.8,0.8
77,77,SN001Z_AngerText_TrailNo_1044.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1044.jpg,anger,0.0,0.0,1.0,0.6,0.4,1.0,0.0,0.0,0.6,0.0,0.8,0.8
78,78,SN001Z_AngerText_TrailNo_1045.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1045.jpg,anger,0.0,0.0,1.0,0.6,0.4,1.0,0.0,0.0,0.6,0.0,0.8,0.8
79,79,SN001Z_AngerText_TrailNo_1046.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1046.jpg,anger,0.0,0.0,1.0,0.6,0.4,1.0,0.0,0.0,0.6,0.0,0.8,0.8
80,80,SN001Z_AngerText_TrailNo_1047.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1047.jpg,anger,0.0,0.0,1.0,0.6,0.4,1.0,0.0,0.0,0.6,0.0,0.8,0.8
81,81,SN001Z_AngerText_TrailNo_1048.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1048.jpg,anger,0.0,0.0,1.0,0.6,0.4,1.0,0.0,0.0,0.6,0.0,0.8,0.8
82,82,SN001Z_AngerText_TrailNo_1049.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1049.jpg,anger,0.0,0.0,1.0,0.6,0.4,1.0,0.0,0.0,0.6,0.0,0.8,0.8
83,83,SN001Z_AngerText_TrailNo_1050.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1050.jpg,anger,0.0,0.0,1.0,0.6,0.4,1.0,0.0,0.0,0.6,0.0,0.8,0.8
84,84,SN001Z_AngerText_TrailNo_1051.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1051.jpg,anger,0.0,0.0,1.0,0.6,0.4,1.0,0.0,0.0,0.6,0.0,0.8,0.8
85,85,SN001Z_AngerText_TrailNo_1052.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1052.jpg,anger,0.0,0.0,1.0,0.6,0.4,1.0,0.0,0.0,0.6,0.0,0.8,0.8
86,86,SN001Z_AngerText_TrailNo_1053.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1053.jpg,anger,0.0,0.0,1.0,0.6,0.4,1.0,0.0,0.0,0.6,0.0,0.8,0.8
87,87,SN001Z_AngerText_TrailNo_1054.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1054.jpg,anger,0.0,0.0,1.0,0.6,0.4,1.0,0.0,0.0,0.6,0.0,0.8,0.8
88,88,SN001Z_AngerText_TrailNo_1055.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1055.jpg,anger,0.0,0.0,1.0,0.6,0.4,1.0,0.0,0.0,0.6,0.0,0.8,0.8
89,89,SN001Z_AngerText_TrailNo_1056.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1056.jpg,anger,0.0,0.0,1.0,0.6,0.4,1.0,0.0,0.0,0.4,0.0,0.8,0.8
90,90,SN001Z_AngerText_TrailNo_1057.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1057.jpg,anger,0.0,0.0,1.0,0.6,0.4,1.0,0.0,0.0,0.4,0.0,0.8,0.8
91,91,SN001Z_AngerText_TrailNo_1058.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1058.jpg,anger,0.0,0.0,1.0,0.6,0.4,1.0,0.0,0.0,0.6,0.0,0.8,1.0
92,92,SN001Z_AngerText_TrailNo_1059.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1059.jpg,anger,0.0,0.0,1.0,0.6,0.4,1.0,0.0,0.0,0.6,0.0,1.0,1.0
93,93,SN001Z_AngerText_TrailNo_1060.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1060.jpg,anger,0.0,0.0,1.0,0.6,0.4,1.0,0.0,0.0,0.0,0.0,1.0,1.0
94,94,SN001Z_AngerText_TrailNo_1061.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1061.jpg,anger,0.0,0.0,1.0,0.6,0.4,1.0,0.0,0.0,0.0,0.0,1.0,1.0
95,95,SN001Z_AngerText_TrailNo_1062.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1062.jpg,anger,0.0,0.0,1.0,0.6,0.4,1.0,0.0,0.0,0.0,0.0,1.0,1.0
96,96,SN001Z_AngerText_TrailNo_1063.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1063.jpg,anger,0.0,0.0,1.0,0.6,0.4,1.0,0.0,0.0,0.0,0.0,1.0,1.0
97,97,SN001Z_AngerText_TrailNo_1064.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1064.jpg,anger,0.0,0.0,1.0,0.6,0.4,1.0,0.0,0.0,0.0,0.0,1.0,1.0
98,98,SN001Z_AngerText_TrailNo_1065.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_1065.jpg,anger,0.0,0.0,1.0,0.6,0.4,1.0,0.0,0.0,0.0,0.0,1.0,1.0
