,Unnamed: 0,Index,Filename,Path,Emotion,AU1,AU2,AU4,AU5,AU6,AU9,AU12,AU15,AU17,AU20,AU25,AU26
10569,10569,10569,SN009Z_FearText_TrailNo_1046.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN009\fear\SN009Z_FearText_TrailNo_1046.jpg,fear,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.25,0.0,0.2
3050,3050,3050,SN003Y_FearDescribed_TrailNo_3112.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN003\fear\SN003Y_FearDescribed_TrailNo_3112.jpg,fear,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.5,0.0,0.0
10466,10466,10466,SN009Y_FearDescribed_TrailNo_1047.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN009\fear\SN009Y_FearDescribed_TrailNo_1047.jpg,fear,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
647,647,647,SN001Y_FearDescribed_TrailNo_2061.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN001\fear\SN001Y_FearDescribed_TrailNo_2061.jpg,fear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
2958,2958,2958,SN003Y_FearDescribed_TrailNo_2057.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN003\fear\SN003Y_FearDescribed_TrailNo_2057.jpg,fear,0.6,0.4,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
3121,3121,3121,SN003Z_FearText_TrailNo_2057.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN003\fear\SN003Z_FearText_TrailNo_2057.jpg,fear,0.2,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8
3130,3130,3130,SN003Z_FearText_TrailNo_2066.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN003\fear\SN003Z_FearText_TrailNo_2066.jpg,fear,0.2,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8
15766,15766,15766,SN013Z_FearText_TrailNo_2018.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN013\fear\SN013Z_FearText_TrailNo_2018.jpg,fear,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6140,6140,6140,SN004Z_FearText_TrailNo_5067.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN004\fear\SN004Z_FearText_TrailNo_5067.jpg,fear,0.4,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2
10625,10625,10625,SN009Z_FearText_TrailNo_2043.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN009\fear\SN009Z_FearText_TrailNo_2043.jpg,fear,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.0,0.2
20315,20315,20315,SN027Y_FearDescribed_TrailNo_1019.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN027\fear\SN027Y_FearDescribed_TrailNo_1019.jpg,fear,0.2,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
5984,5984,5984,SN004Z_FearText_TrailNo_2077.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN004\fear\SN004Z_FearText_TrailNo_2077.jpg,fear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
6120,6120,6120,SN004Z_FearText_TrailNo_5047.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN004\fear\SN004Z_FearText_TrailNo_5047.jpg,fear,0.4,0.6,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2
10576,10576,10576,SN009Z_FearText_TrailNo_1053.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN009\fear\SN009Z_FearText_TrailNo_1053.jpg,fear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4
5958,5958,5958,SN004Z_FearText_TrailNo_2051.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN004\fear\SN004Z_FearText_TrailNo_2051.jpg,fear,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2
13050,13050,13050,SN010Z_FearText_TrailNo_2049.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN010\fear\SN010Z_FearText_TrailNo_2049.jpg,fear,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2
13015,13015,13015,SN010Z_FearText_TrailNo_1075.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN010\fear\SN010Z_FearText_TrailNo_1075.jpg,fear,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12990,12990,12990,SN010Z_FearText_TrailNo_1050.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN010\fear\SN010Z_FearText_TrailNo_1050.jpg,fear,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632,632,632,SN001Y_FearDescribed_TrailNo_2046.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN001\fear\SN001Y_FearDescribed_TrailNo_2046.jpg,fear,1.0,0.8,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
2929,2929,2929,SN003Y_FearDescribed_TrailNo_2028.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN003\fear\SN003Y_FearDescribed_TrailNo_2028.jpg,fear,0.6,0.4,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,603,603,SN001Y_FearDescribed_TrailNo_2017.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN001\fear\SN001Y_FearDescribed_TrailNo_2017.jpg,fear,0.6,0.6,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5872,5872,5872,SN004Z_FearText_TrailNo_1100.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN004\fear\SN004Z_FearText_TrailNo_1100.jpg,fear,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0
12889,12889,12889,SN010Y_FearDescribed_TrailNo_1051.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN010\fear\SN010Y_FearDescribed_TrailNo_1051.jpg,fear,0.2,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12897,12897,12897,SN010Y_FearDescribed_TrailNo_1059.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN010\fear\SN010Y_FearDescribed_TrailNo_1059.jpg,fear,0.2,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20615,20615,20615,SN027Y_FearDescribed_TrailNo_3114.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN027\fear\SN027Y_FearDescribed_TrailNo_3114.jpg,fear,0.4,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5897,5897,5897,SN004Z_FearText_TrailNo_1125.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN004\fear\SN004Z_FearText_TrailNo_1125.jpg,fear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
733,733,733,SN001Z_FearText_TrailNo_2054.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN001\fear\SN001Z_FearText_TrailNo_2054.jpg,fear,0.4,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6
17661,17661,17661,SN025Y_FearDescribed_TrailNo_2035.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN025\fear\SN025Y_FearDescribed_TrailNo_2035.jpg,fear,0.8,0.6,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20314,20314,20314,SN027Y_FearDescribed_TrailNo_1018.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN027\fear\SN027Y_FearDescribed_TrailNo_1018.jpg,fear,0.4,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
20621,20621,20621,SN027Y_FearDescribed_TrailNo_3120.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN027\fear\SN027Y_FearDescribed_TrailNo_3120.jpg,fear,0.4,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20433,20433,20433,SN027Y_FearDescribed_TrailNo_2047.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN027\fear\SN027Y_FearDescribed_TrailNo_2047.jpg,fear,0.6,0.6,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6032,6032,6032,SN004Z_FearText_TrailNo_3053.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN004\fear\SN004Z_FearText_TrailNo_3053.jpg,fear,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2
17628,17628,17628,SN025Y_FearDescribed_TrailNo_1046.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN025\fear\SN025Y_FearDescribed_TrailNo_1046.jpg,fear,0.6,0.6,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12879,12879,12879,SN010Y_FearDescribed_TrailNo_1041.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN010\fear\SN010Y_FearDescribed_TrailNo_1041.jpg,fear,0.2,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20467,20467,20467,SN027Y_FearDescribed_TrailNo_2081.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN027\fear\SN027Y_FearDescribed_TrailNo_2081.jpg,fear,0.2,0.4,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8352,8352,8352,SN007Y_FearDescribed_TrailNo_1028.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN007\fear\SN007Y_FearDescribed_TrailNo_1028.jpg,fear,0.6,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8455,8455,8455,SN007Z_FearText_TrailNo_1036.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN007\fear\SN007Z_FearText_TrailNo_1036.jpg,fear,0.2,0.2,0.2,0.4,0.0,0.0,0.2,0.0,0.0,0.5,0.0,0.0
20468,20468,20468,SN027Y_FearDescribed_TrailNo_2082.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN027\fear\SN027Y_FearDescribed_TrailNo_2082.jpg,fear,0.2,0.4,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5859,5859,5859,SN004Z_FearText_TrailNo_1087.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN004\fear\SN004Z_FearText_TrailNo_1087.jpg,fear,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0
15738,15738,15738,SN013Z_FearText_TrailNo_1022.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN013\fear\SN013Z_FearText_TrailNo_1022.jpg,fear,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8350,8350,8350,SN007Y_FearDescribed_TrailNo_1026.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN007\fear\SN007Y_FearDescribed_TrailNo_1026.jpg,fear,0.6,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20703,20703,20703,SN027Z_FearText_TrailNo_1072.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN027\fear\SN027Z_FearText_TrailNo_1072.jpg,fear,0.2,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20659,20659,20659,SN027Z_FearText_TrailNo_1028.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN027\fear\SN027Z_FearText_TrailNo_1028.jpg,fear,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20682,20682,20682,SN027Z_FearText_TrailNo_1051.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN027\fear\SN027Z_FearText_TrailNo_1051.jpg,fear,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12955,12955,12955,SN010Y_FearDescribed_TrailNo_2053.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN010\fear\SN010Y_FearDescribed_TrailNo_2053.jpg,fear,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13052,13052,13052,SN010Z_FearText_TrailNo_2051.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN010\fear\SN010Z_FearText_TrailNo_2051.jpg,fear,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2
17664,17664,17664,SN025Y_FearDescribed_TrailNo_2038.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN025\fear\SN025Y_FearDescribed_TrailNo_2038.jpg,fear,0.6,0.6,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8417,8417,8417,SN007Y_FearDescribed_TrailNo_2055.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN007\fear\SN007Y_FearDescribed_TrailNo_2055.jpg,fear,0.6,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2905,2905,2905,SN003Y_FearDescribed_TrailNo_1067.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN003\fear\SN003Y_FearDescribed_TrailNo_1067.jpg,fear,0.0,0.0,1.0,0.6,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0
6048,6048,6048,SN004Z_FearText_TrailNo_3069.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN004\fear\SN004Z_FearText_TrailNo_3069.jpg,fear,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2
20341,20341,20341,SN027Y_FearDescribed_TrailNo_1045.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN027\fear\SN027Y_FearDescribed_TrailNo_1045.jpg,fear,0.4,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
17602,17602,17602,SN025Y_FearDescribed_TrailNo_1020.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN025\fear\SN025Y_FearDescribed_TrailNo_1020.jpg,fear,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20302,20302,20302,SN027Y_FearDescribed_TrailNo_1006.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN027\fear\SN027Y_FearDescribed_TrailNo_1006.jpg,fear,0.2,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
13030,13030,13030,SN010Z_FearText_TrailNo_2029.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN010\fear\SN010Z_FearText_TrailNo_2029.jpg,fear,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3013,3013,3013,SN003Y_FearDescribed_TrailNo_3075.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN003\fear\SN003Y_FearDescribed_TrailNo_3075.jpg,fear,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
13037,13037,13037,SN010Z_FearText_TrailNo_2036.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN010\fear\SN010Z_FearText_TrailNo_2036.jpg,fear,0.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4
579,579,579,SN001Y_FearDescribed_TrailNo_1050.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN001\fear\SN001Y_FearDescribed_TrailNo_1050.jpg,fear,0.8,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3104,3104,3104,SN003Z_FearText_TrailNo_2040.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN003\fear\SN003Z_FearText_TrailNo_2040.jpg,fear,0.2,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8
20465,20465,20465,SN027Y_FearDescribed_TrailNo_2079.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN027\fear\SN027Y_FearDescribed_TrailNo_2079.jpg,fear,0.2,0.4,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6104,6104,6104,SN004Z_FearText_TrailNo_5031.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN004\fear\SN004Z_FearText_TrailNo_5031.jpg,fear,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5895,5895,5895,SN004Z_FearText_TrailNo_1123.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN004\fear\SN004Z_FearText_TrailNo_1123.jpg,fear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
