,Unnamed: 0,Index,Filename,Path,Emotion,AU1,AU2,AU4,AU5,AU6,AU9,AU12,AU15,AU17,AU20,AU25,AU26
88,88,88,SN001Z_AngerText_TrailNo_1055.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN001\anger\SN001Z_AngerText_TrailNo_1055.jpg,anger,0.0,0.0,1.0,0.6,0.4,1.0,0.0,0.0,0.6,0.0,0.8,0.8
9973,9973,9973,SN009Z_AngerText_TrailNo_3053.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN009\anger\SN009Z_AngerText_TrailNo_3053.jpg,anger,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0
19874,19874,19874,SN027Z_AngerText_TrailNo_6123.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN027\anger\SN027Z_AngerText_TrailNo_6123.jpg,anger,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.0
9799,9799,9799,SN009Y_AngerDescribed_TrailNo_3035.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN009\anger\SN009Y_AngerDescribed_TrailNo_3035.jpg,anger,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2553,2553,2553,SN003Z_AngerText_TrailNo_2100.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN003\anger\SN003Z_AngerText_TrailNo_2100.jpg,anger,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
19647,19647,19647,SN027Z_AngerText_TrailNo_4065.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN027\anger\SN027Z_AngerText_TrailNo_4065.jpg,anger,0.2,1.0,0.6,1.0,0.0,0.8,0.0,0.0,0.0,0.0,1.0,1.0
12626,12626,12626,SN010Z_AngerText_TrailNo_1074.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN010\anger\SN010Z_AngerText_TrailNo_1074.jpg,anger,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17404,17404,17404,SN025Z_AngerText_TrailNo_2037.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN025\anger\SN025Z_AngerText_TrailNo_2037.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
5169,5169,5169,SN004Y_AngerDescribed_TrailNo_2046.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN004\anger\SN004Y_AngerDescribed_TrailNo_2046.jpg,anger,0.0,0.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12658,12658,12658,SN010Z_AngerText_TrailNo_2041.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN010\anger\SN010Z_AngerText_TrailNo_2041.jpg,anger,0.0,0.0,1.0,0.0,0.4,0.0,0.0,0.4,0.0,0.5,0.0,0.0
19733,19733,19733,SN027Z_AngerText_TrailNo_5072.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN027\anger\SN027Z_AngerText_TrailNo_5072.jpg,anger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0
17383,17383,17383,SN025Z_AngerText_TrailNo_1059.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN025\anger\SN025Z_AngerText_TrailNo_1059.jpg,anger,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9700,9700,9700,SN009Y_AngerDescribed_TrailNo_1034.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN009\anger\SN009Y_AngerDescribed_TrailNo_1034.jpg,anger,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17395,17395,17395,SN025Z_AngerText_TrailNo_2028.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN025\anger\SN025Z_AngerText_TrailNo_2028.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
9731,9731,9731,SN009Y_AngerDescribed_TrailNo_1065.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN009\anger\SN009Y_AngerDescribed_TrailNo_1065.jpg,anger,0.6,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19642,19642,19642,SN027Z_AngerText_TrailNo_4060.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN027\anger\SN027Z_AngerText_TrailNo_4060.jpg,anger,0.2,1.0,0.6,1.0,0.0,0.8,0.0,0.0,0.0,0.0,1.0,1.0
9692,9692,9692,SN009Y_AngerDescribed_TrailNo_1026.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN009\anger\SN009Y_AngerDescribed_TrailNo_1026.jpg,anger,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10015,10015,10015,SN009Z_AngerText_TrailNo_4054.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN009\anger\SN009Z_AngerText_TrailNo_4054.jpg,anger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.4
5193,5193,5193,SN004Y_AngerDescribed_TrailNo_2070.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN004\anger\SN004Y_AngerDescribed_TrailNo_2070.jpg,anger,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15479,15479,15479,SN013Y_AngerDescribed_TrailNo_2053.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN013\anger\SN013Y_AngerDescribed_TrailNo_2053.jpg,anger,0.4,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19521,19521,19521,SN027Z_AngerText_TrailNo_3050.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN027\anger\SN027Z_AngerText_TrailNo_3050.jpg,anger,0.0,1.0,0.6,1.0,0.0,0.8,0.0,0.0,0.0,0.0,1.0,1.0
12545,12545,12545,SN010Y_AngerDescribed_TrailNo_3068.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN010\anger\SN010Y_AngerDescribed_TrailNo_3068.jpg,anger,0.0,0.0,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19527,19527,19527,SN027Z_AngerText_TrailNo_3056.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN027\anger\SN027Z_AngerText_TrailNo_3056.jpg,anger,0.0,1.0,0.6,1.0,0.0,0.8,0.0,0.0,0.0,0.0,1.0,1.0
2332,2332,2332,SN003Y_AngerDescribed_TrailNo_2029.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN003\anger\SN003Y_AngerDescribed_TrailNo_2029.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0
2477,2477,2477,SN003Z_AngerText_TrailNo_1114.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN003\anger\SN003Z_AngerText_TrailNo_1114.jpg,anger,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.25,0.0,0.0
15438,15438,15438,SN013Y_AngerDescribed_TrailNo_1053.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN013\anger\SN013Y_AngerDescribed_TrailNo_1053.jpg,anger,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12515,12515,12515,SN010Y_AngerDescribed_TrailNo_3038.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN010\anger\SN010Y_AngerDescribed_TrailNo_3038.jpg,anger,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8151,8151,8151,SN007Z_AngerText_TrailNo_1020.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN007\anger\SN007Z_AngerText_TrailNo_1020.jpg,anger,0.0,0.0,0.8,0.0,0.0,0.0,0.4,0.0,0.4,0.75,0.0,0.0
5112,5112,5112,SN004Y_AngerDescribed_TrailNo_1034.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN004\anger\SN004Y_AngerDescribed_TrailNo_1034.jpg,anger,0.4,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,192,192,SN001Z_AngerText_TrailNo_2064.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN001\anger\SN001Z_AngerText_TrailNo_2064.jpg,anger,0.0,0.0,1.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,1.0,1.0
19439,19439,19439,SN027Z_AngerText_TrailNo_2065.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN027\anger\SN027Z_AngerText_TrailNo_2065.jpg,anger,0.0,0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12541,12541,12541,SN010Y_AngerDescribed_TrailNo_3064.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN010\anger\SN010Y_AngerDescribed_TrailNo_3064.jpg,anger,0.0,0.0,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12625,12625,12625,SN010Z_AngerText_TrailNo_1073.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN010\anger\SN010Z_AngerText_TrailNo_1073.jpg,anger,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9766,9766,9766,SN009Y_AngerDescribed_TrailNo_2032.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN009\anger\SN009Y_AngerDescribed_TrailNo_2032.jpg,anger,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19445,19445,19445,SN027Z_AngerText_TrailNo_2071.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN027\anger\SN027Z_AngerText_TrailNo_2071.jpg,anger,0.0,0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17420,17420,17420,SN025Z_AngerText_TrailNo_2053.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN025\anger\SN025Z_AngerText_TrailNo_2053.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
19289,19289,19289,SN027Y_AngerDescribed_TrailNo_2047.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN027\anger\SN027Y_AngerDescribed_TrailNo_2047.jpg,anger,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19794,19794,19794,SN027Z_AngerText_TrailNo_6043.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN027\anger\SN027Z_AngerText_TrailNo_6043.jpg,anger,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6
9757,9757,9757,SN009Y_AngerDescribed_TrailNo_2023.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN009\anger\SN009Y_AngerDescribed_TrailNo_2023.jpg,anger,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,258,258,SN001Z_AngerText_TrailNo_2130.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN001\anger\SN001Z_AngerText_TrailNo_2130.jpg,anger,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
2535,2535,2535,SN003Z_AngerText_TrailNo_2082.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN003\anger\SN003Z_AngerText_TrailNo_2082.jpg,anger,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19879,19879,19879,SN027Z_AngerText_TrailNo_6128.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN027\anger\SN027Z_AngerText_TrailNo_6128.jpg,anger,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
12466,12466,12466,SN010Y_AngerDescribed_TrailNo_2040.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN010\anger\SN010Y_AngerDescribed_TrailNo_2040.jpg,anger,0.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5174,5174,5174,SN004Y_AngerDescribed_TrailNo_2051.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN004\anger\SN004Y_AngerDescribed_TrailNo_2051.jpg,anger,0.0,0.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15503,15503,15503,SN013Z_AngerText_TrailNo_1042.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN013\anger\SN013Z_AngerText_TrailNo_1042.jpg,anger,0.0,0.0,1.0,0.0,0.4,1.0,0.0,0.0,0.0,0.0,1.0,1.0
235,235,235,SN001Z_AngerText_TrailNo_2107.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN001\anger\SN001Z_AngerText_TrailNo_2107.jpg,anger,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0
19824,19824,19824,SN027Z_AngerText_TrailNo_6073.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN027\anger\SN027Z_AngerText_TrailNo_6073.jpg,anger,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8
2285,2285,2285,SN003Y_AngerDescribed_TrailNo_1043.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN003\anger\SN003Y_AngerDescribed_TrailNo_1043.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2404,2404,2404,SN003Z_AngerText_TrailNo_1038.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN003\anger\SN003Z_AngerText_TrailNo_1038.jpg,anger,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,115,115,SN001Z_AngerText_TrailNo_1082.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN001\anger\SN001Z_AngerText_TrailNo_1082.jpg,anger,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.6,0.6
17320,17320,17320,SN025Y_AngerDescribed_TrailNo_2027.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN025\anger\SN025Y_AngerDescribed_TrailNo_2027.jpg,anger,0.0,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2487,2487,2487,SN003Z_AngerText_TrailNo_2034.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN003\anger\SN003Z_AngerText_TrailNo_2034.jpg,anger,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19996,19996,19996,SN027Z_AngerText_TrailNo_8052.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN027\anger\SN027Z_AngerText_TrailNo_8052.jpg,anger,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0
2325,2325,2325,SN003Y_AngerDescribed_TrailNo_2022.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN003\anger\SN003Y_AngerDescribed_TrailNo_2022.jpg,anger,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19466,19466,19466,SN027Z_AngerText_TrailNo_2092.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN027\anger\SN027Z_AngerText_TrailNo_2092.jpg,anger,0.0,0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8090,8090,8090,SN007Y_AngerDescribed_TrailNo_1048.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN007\anger\SN007Y_AngerDescribed_TrailNo_1048.jpg,anger,0.8,0.4,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19957,19957,19957,SN027Z_AngerText_TrailNo_8013.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN027\anger\SN027Z_AngerText_TrailNo_8013.jpg,anger,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10026,10026,10026,SN009Z_AngerText_TrailNo_4065.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN009\anger\SN009Z_AngerText_TrailNo_4065.jpg,anger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.4
178,178,178,SN001Z_AngerText_TrailNo_2050.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN001\anger\SN001Z_AngerText_TrailNo_2050.jpg,anger,0.0,0.0,1.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,1.0,1.0
5088,5088,5088,SN004Y_AngerDescribed_TrailNo_1010.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN004\anger\SN004Y_AngerDescribed_TrailNo_1010.jpg,anger,0.2,0.6,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2331,2331,2331,SN003Y_AngerDescribed_TrailNo_2028.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN003\anger\SN003Y_AngerDescribed_TrailNo_2028.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0
19534,19534,19534,SN027Z_AngerText_TrailNo_3063.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN027\anger\SN027Z_AngerText_TrailNo_3063.jpg,anger,0.0,1.0,0.6,1.0,0.0,0.8,0.0,0.0,0.0,0.0,1.0,1.0
9790,9790,9790,SN009Y_AngerDescribed_TrailNo_2056.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN009\anger\SN009Y_AngerDescribed_TrailNo_2056.jpg,anger,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12461,12461,12461,SN010Y_AngerDescribed_TrailNo_2035.jpg,C:\Users\user\Documents\MSc Computer\EmotionDetectionUsingCNN\disfa_dataset\SN010\anger\SN010Y_AngerDescribed_TrailNo_2035.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
